地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
白石区 平和通15丁目～17丁目（南北）,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
白石区 南郷通15丁目～21丁目（南北）,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
白石区 栄通15丁目～21丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
白石区 流通センター1丁目～7丁目,札幌センター1,月 木,20180926 20181024 20181121 20190515 20190612 20190710 20190807 20190904,20180912 20181010 20181107 20181205 20190109 20190206 20190306 20190403 20190501 20190529 20190626 20190724 20190821 20190918,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
手稲区 西宮の沢○条○丁目,札幌センター1,火 金,20180913 20181011 20181108 20181206 20190502 20190530 20190627 20190725 20190822 20190919,20180927 20181025 20181122 20181220 20190124 20190221 20190321 20190418 20190516 20190613 20190711 20190808 20190905,水,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,月
手稲区 富丘○条○丁目,札幌センター1,火 金,20180913 20181011 20181108 20181206 20190502 20190530 20190627 20190725 20190822 20190919,20180927 20181025 20181122 20181220 20190124 20190221 20190321 20190418 20190516 20190613 20190711 20190808 20190905,水,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,月
手稲区 手稲本町○条○丁目,札幌センター1,火 金,20180913 20181011 20181108 20181206 20190502 20190530 20190627 20190725 20190822 20190919,20180927 20181025 20181122 20181220 20190124 20190221 20190321 20190418 20190516 20190613 20190711 20190808 20190905,水,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,月
手稲区 手稲本町○番地,札幌センター1,火 金,20180913 20181011 20181108 20181206 20190502 20190530 20190627 20190725 20190822 20190919,20180927 20181025 20181122 20181220 20190124 20190221 20190321 20190418 20190516 20190613 20190711 20190808 20190905,水,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,月
手稲区 前田○条○丁目,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
手稲区 曙○条○丁目（曙12条2丁目・曙7条3丁目（明日風側）を除く）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
手稲区 新発寒○条○丁目,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
手稲区 手稲前田○番地,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
手稲区 稲穂○条○丁目,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
手稲区 金山○条○丁目,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
手稲区 手稲金山○番地,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
手稲区 星置○条○丁目,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
手稲区 星置南○丁目,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
手稲区 手稲山口○番地,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
手稲区 明日風○丁目,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
手稲区 曙12条2丁目・曙7条3丁目（明日風側）,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,木,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,月
清田区 北野○条○丁目,札幌センター1,月 木,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
清田区 清田○条○丁目、○番地,札幌センター1,月 木,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
清田区 真栄○条○丁目、○番地,札幌センター1,月 木,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
清田区 有明○番地,札幌センター1,月 木,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
清田区 美しが丘1条～3条の1丁目・2丁目,札幌センター1,月 木,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
清田区 美しが丘3条3丁目1番・2番,札幌センター1,月 木,20180919 20181017 20181114 20190508 20190605 20190703 20190731 20190828 20190925,20180905 20181003 20181031 20181128 20181226 20190130 20190227 20190327 20190424 20190522 20190619 20190717 20190814 20190911,火,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,金
清田区 平岡○条○丁目,札幌センター1,月 木,20180921 20181019 20181116 20190510 20190607 20190705 20190802 20190830 20190927,20180907 20181005 20181102 20181130 20181228 20190201 20190301 20190329 20190426 20190524 20190621 20190719 20190816 20190913,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
清田区 平岡公園東○丁目,札幌センター1,月 木,20180921 20181019 20181116 20190510 20190607 20190705 20190802 20190830 20190927,20180907 20181005 20181102 20181130 20181228 20190201 20190301 20190329 20190426 20190524 20190621 20190719 20190816 20190913,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
清田区 里塚○条○丁目、○番地,札幌センター1,月 木,20180921 20181019 20181116 20190510 20190607 20190705 20190802 20190830 20190927,20180907 20181005 20181102 20181130 20181228 20190201 20190301 20190329 20190426 20190524 20190621 20190719 20190816 20190913,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
清田区 里塚緑ヶ丘○丁目,札幌センター1,月 木,20180921 20181019 20181116 20190510 20190607 20190705 20190802 20190830 20190927,20180907 20181005 20181102 20181130 20181228 20190201 20190301 20190329 20190426 20190524 20190621 20190719 20190816 20190913,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
清田区 美しが丘1条～3条の3丁目～10丁目（美しが丘3条3丁目1番・2番を除く）,札幌センター1,月 木,20180921 20181019 20181116 20190510 20190607 20190705 20190802 20190830 20190927,20180907 20181005 20181102 20181130 20181228 20190201 20190301 20190329 20190426 20190524 20190621 20190719 20190816 20190913,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
清田区 美しが丘4条・5条の○丁目,札幌センター1,月 木,20180921 20181019 20181116 20190510 20190607 20190705 20190802 20190830 20190927,20180907 20181005 20181102 20181130 20181228 20190201 20190301 20190329 20190426 20190524 20190621 20190719 20190816 20190913,水,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,火
西区 琴似○条○丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
西区 二十四軒○条○丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
西区 発寒○条○丁目,札幌センター1,月 木,20180914 20181012 20181109 20181207 20190503 20190531 20190628 20190726 20190823 20190920,20180928 20181026 20181123 20181221 20190125 20190222 20190322 20190419 20190517 20190614 20190712 20190809 20190906,火,20180907 20180921 20181005 20181019 20181102 20181116 20181130 20181214 20181228 20190118 20190201 20190215 20190301 20190315 20190329 20190412 20190426 20190510 20190524 20190607 20190621 20190705 20190719 20190802 20190816 20190830 20190913 20190927,水
西区 山の手○条○丁目、○番地,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
西区 西野6条～14条の○丁目,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
西区 西野○番地（西野290番地を除く）,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
西区 平和○条○丁目、○番地,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
西区 福井○丁目、○番地,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
西区 小別沢○番地,札幌センター1,月 木,20180911 20181009 20181106 20181204 20190528 20190625 20190723 20190820 20190917,20180925 20181023 20181120 20181218 20190122 20190219 20190319 20190416 20190514 20190611 20190709 20190806 20190903,水,20180904 20180918 20181002 20181016 20181030 20181113 20181127 20181211 20181225 20190115 20190129 20190212 20190226 20190312 20190326 20190409 20190423 20190507 20190521 20190604 20190618 20190702 20190716 20190730 20190813 20190827 20190910 20190924,金
西区 西野1条～5条の○丁目（西野290番地）,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
西区 西町北○丁目、南○丁目,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
西区 宮の沢○条○丁目、○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
西区 八軒○条西○丁目,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
西区 八軒○条東○丁目,札幌センター1,火 金,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,月,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,木
東区 北34条～51条の東1丁目～15丁目,札幌センター1,月 木,20180904 20181002 20181030 20181127 20190521 20190618 20190716 20190813 20190910,20180918 20181016 20181113 20181211 20190115 20190212 20190312 20190409 20190507 20190604 20190702 20190730 20190827 20190924,水,20180911 20180925 20181009 20181023 20181106 20181120 20181204 20181218 20190108 20190122 20190205 20190219 20190305 20190319 20190402 20190416 20190430 20190514 20190528 20190611 20190625 20190709 20190723 20190806 20190820 20190903 20190917,金
東区 北34条～49条の東16丁目～30丁目,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,金,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,火
東区 伏古11条～14条の1丁目～5丁目,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,金,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,火
東区 丘珠町○番地,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,金,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,火
東区 栄町○番地,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,金,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,火
東区 北丘珠○条○丁目,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,金,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,火
東区 東苗穂町○番地,札幌センター1,月 木,20180905 20181003 20181031 20181128 20190522 20190619 20190717 20190814 20190911,20180919 20181017 20181114 20181212 20190116 20190213 20190313 20190410 20190508 20190605 20190703 20190731 20190828 20190925,金,20180912 20180926 20181010 20181024 20181107 20181121 20181205 20181219 20190109 20190123 20190206 20190220 20190306 20190320 20190403 20190417 20190501 20190515 20190529 20190612 20190626 20190710 20190724 20190807 20190821 20190904 20190918,火
東区 伏古1条～10条の1丁目～5丁目,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,火,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,水
東区 東苗穂○条○丁目,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,火,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,水
東区 東雁来○条○丁目,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,火,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,水
東区 東雁来町○番地,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,火,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,水
東区 中沼○条○丁目,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,火,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,水
東区 中沼町○番地,札幌センター1,月 木,20180907 20181005 20181102 20181130 20190524 20190621 20190719 20190816 20190913,20180921 20181019 20181116 20181214 20190118 20190215 20190315 20190412 20190510 20190607 20190705 20190802 20190830 20190927,火,20180914 20180928 20181012 20181026 20181109 20181123 20181207 20181221 20190111 20190125 20190208 20190222 20190308 20190322 20190405 20190419 20190503 20190517 20190531 20190614 20190628 20190712 20190726 20190809 20190823 20190906 20190920,水
