地名,センター,燃やせるごみ・スプレー缶,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
南区 砥山○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 豊滝○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 硬石山○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 小金湯○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 定山渓温泉西・東の○丁目,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 定山渓○番地,札幌センター1,月 木,20180912 20181010 20181107 20181205 20190501 20190529 20190626 20190724 20190821 20190918,20180926 20181024 20181121 20181219 20190123 20190220 20190320 20190417 20190515 20190612 20190710 20190807 20190904,金,20180905 20180919 20181003 20181017 20181031 20181114 20181128 20181212 20181226 20190116 20190130 20190213 20190227 20190313 20190327 20190410 20190424 20190508 20190522 20190605 20190619 20190703 20190717 20190731 20190814 20190828 20190911 20190925,火
南区 澄川1条1丁目～4丁目,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 澄川2条1丁目～3丁目・4丁目（1番～11番）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 澄川3条1丁目～3丁目・4丁目（1番～6番）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 澄川4条1丁目～3丁目・4丁目（1番1号～17号）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 澄川5条3丁目・4丁目（2番～6番）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 澄川5条5丁目（10番～19番）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 澄川5条6丁目（9番～14番）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 澄川6条3丁目～6丁目,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 真駒内本町・曙町・上町・緑町の○丁目,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 真駒内○番地（自衛隊真駒内駐屯地のみ）,札幌センター1,火 金,20180910 20181008 20181105 20181203 20190520 20190617 20190715 20190812 20190909,20180924 20181022 20181119 20181217 20190114 20190211 20190311 20190408 20190506 20190603 20190701 20190729 20190826 20190923,木,20180903 20180917 20181001 20181015 20181029 20181112 20181126 20181210 20181224 20190107 20190121 20190204 20190218 20190304 20190318 20190401 20190415 20190429 20190513 20190527 20190610 20190624 20190708 20190722 20190805 20190819 20190902 20190916,水
南区 南30条～39条の西○丁目,札幌センター1,火 金,20180913 20181011 20181108 20181206 20190502 20190530 20190627 20190725 20190822 20190919,20180927 20181025 20181122 20181220 20190124 20190221 20190321 20190418 20190516 20190613 20190711 20190808 20190905,月,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,水
南区 藻岩下○丁目、○番地,札幌センター1,火 金,20180913 20181011 20181108 20181206 20190502 20190530 20190627 20190725 20190822 20190919,20180927 20181025 20181122 20181220 20190124 20190221 20190321 20190418 20190516 20190613 20190711 20190808 20190905,月,20180906 20180920 20181004 20181018 20181101 20181115 20181129 20181213 20181227 20190117 20190131 20190214 20190228 20190314 20190328 20190411 20190425 20190509 20190523 20190606 20190620 20190704 20190718 20190801 20190815 20190829 20190912 20190926,水
