地名,センター,燃やせるごみ,枝・葉・草,燃やせないごみ,容器プラ,雑がみ,びん・缶・ペット
中央区 南4条西7丁目・8丁目（南4条通の南側のみ）,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,金,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,火
中央区 南5条～8条の西7丁目・8丁目（南7条西8丁目1024番地を除く）,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,金,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,火
中央区 南9条西4丁目～6丁目（南9条通の南側のみ）,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,金,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,火
中央区 南9条西7丁目～12丁目,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,金,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,火
中央区 南10条～13条の西5丁目～12丁目,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,金,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,火
中央区 南14条西5丁目,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,金,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,火
中央区 南14条西6丁目～12丁目（行啓通の北側のみ）,札幌センター1,月 木,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,金,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,火
中央区 南14条西6丁目～12丁目（行啓通の南側のみ）,札幌センター1,月 木,20170912 20171010 20171107 20171205 20180501 20180529 20180626 20180724 20180821 20180918,20170926 20171024 20171121 20171219 20180123 20180220 20180320 20180417 20180515 20180612 20180710 20180807 20180904,水,20170905 20170919 20171003 20171017 20171031 20171114 20171128 20171212 20171226 20180116 20180130 20180213 20180227 20180313 20180327 20180410 20180424 20180508 20180522 20180605 20180619 20180703 20180717 20180731 20180814 20180828 20180911 20180925,金
中央区 南15条西4丁目～12丁目,札幌センター1,月 木,20170912 20171010 20171107 20171205 20180501 20180529 20180626 20180724 20180821 20180918,20170926 20171024 20171121 20171219 20180123 20180220 20180320 20180417 20180515 20180612 20180710 20180807 20180904,水,20170905 20170919 20171003 20171017 20171031 20171114 20171128 20171212 20171226 20180116 20180130 20180213 20180227 20180313 20180327 20180410 20180424 20180508 20180522 20180605 20180619 20180703 20180717 20180731 20180814 20180828 20180911 20180925,金
中央区 南16条西1丁目～12丁目,札幌センター1,月 木,20170912 20171010 20171107 20171205 20180501 20180529 20180626 20180724 20180821 20180918,20170926 20171024 20171121 20171219 20180123 20180220 20180320 20180417 20180515 20180612 20180710 20180807 20180904,水,20170905 20170919 20171003 20171017 20171031 20171114 20171128 20171212 20171226 20180116 20180130 20180213 20180227 20180313 20180327 20180410 20180424 20180508 20180522 20180605 20180619 20180703 20180717 20180731 20180814 20180828 20180911 20180925,金
中央区 南17条西4丁目～15丁目,札幌センター1,月 木,20170912 20171010 20171107 20171205 20180501 20180529 20180626 20180724 20180821 20180918,20170926 20171024 20171121 20171219 20180123 20180220 20180320 20180417 20180515 20180612 20180710 20180807 20180904,水,20170905 20170919 20171003 20171017 20171031 20171114 20171128 20171212 20171226 20180116 20180130 20180213 20180227 20180313 20180327 20180410 20180424 20180508 20180522 20180605 20180619 20180703 20180717 20180731 20180814 20180828 20180911 20180925,金
中央区 南17条西16・17丁目（南17条通の南側のみ）,札幌センター1,月 木,20170912 20171010 20171107 20171205 20180501 20180529 20180626 20180724 20180821 20180918,20170926 20171024 20171121 20171219 20180123 20180220 20180320 20180417 20180515 20180612 20180710 20180807 20180904,水,20170905 20170919 20171003 20171017 20171031 20171114 20171128 20171212 20171226 20180116 20180130 20180213 20180227 20180313 20180327 20180410 20180424 20180508 20180522 20180605 20180619 20180703 20180717 20180731 20180814 20180828 20180911 20180925,金
中央区 南18条～30条の西○丁目,札幌センター1,月 木,20170912 20171010 20171107 20171205 20180501 20180529 20180626 20180724 20180821 20180918,20170926 20171024 20171121 20171219 20180123 20180220 20180320 20180417 20180515 20180612 20180710 20180807 20180904,水,20170905 20170919 20171003 20171017 20171031 20171114 20171128 20171212 20171226 20180116 20180130 20180213 20180227 20180313 20180327 20180410 20180424 20180508 20180522 20180605 20180619 20180703 20180717 20180731 20180814 20180828 20180911 20180925,金
中央区 南3条西11丁目・12丁目（南3条通の南側のみ）,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 南4条西9丁目・10丁目（南4条通の南側のみ）,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 南4条西11丁目～27丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 南5条～8条の西9丁目～27丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 南7条西8丁目1024番地,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 南9条～16条の西13丁目～23丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 南17条西16丁目・17丁目（南17条通の北側のみ）,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 南17条西18丁目,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 円山・双子山・界川・旭ヶ丘・伏見,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 円山西町（9丁目5番、6番のみ）,札幌センター1,月 木,20170915 20171013 20171110 20171208 20180504 20180601 20180629 20180727 20180824 20180921,20170901 20170929 20171027 20171124 20171222 20180126 20180223 20180323 20180420 20180518 20180615 20180713 20180810 20180907,火,20170908 20170922 20171006 20171020 20171103 20171117 20171201 20171215 20171229 20180119 20180202 20180216 20180302 20180316 20180330 20180413 20180427 20180511 20180525 20180608 20180622 20180706 20180720 20180803 20180817 20180831 20180914 20180928,水
中央区 北1条西10丁目～19丁目（北1条通の北側のみ）,札幌センター1,火 金,20170911 20171009 20171106 20171204 20180528 20180625 20180723 20180820 20180917,20170925 20171023 20171120 20171218 20180122 20180219 20180319 20180416 20180514 20180611 20180709 20180806 20180903,水,20170904 20170918 20171002 20171016 20171030 20171113 20171127 20171211 20171225 20180115 20180129 20180212 20180226 20180312 20180326 20180409 20180423 20180507 20180521 20180604 20180618 20180702 20180716 20180730 20180813 20180827 20180910 20180924,木
中央区 北2条西8丁目～19丁目,札幌センター1,火 金,20170911 20171009 20171106 20171204 20180528 20180625 20180723 20180820 20180917,20170925 20171023 20171120 20171218 20180122 20180219 20180319 20180416 20180514 20180611 20180709 20180806 20180903,水,20170904 20170918 20171002 20171016 20171030 20171113 20171127 20171211 20171225 20180115 20180129 20180212 20180226 20180312 20180326 20180409 20180423 20180507 20180521 20180604 20180618 20180702 20180716 20180730 20180813 20180827 20180910 20180924,木
中央区 北3条・4条の西8丁目～20丁目,札幌センター1,火 金,20170911 20171009 20171106 20171204 20180528 20180625 20180723 20180820 20180917,20170925 20171023 20171120 20171218 20180122 20180219 20180319 20180416 20180514 20180611 20180709 20180806 20180903,水,20170904 20170918 20171002 20171016 20171030 20171113 20171127 20171211 20171225 20180115 20180129 20180212 20180226 20180312 20180326 20180409 20180423 20180507 20180521 20180604 20180618 20180702 20180716 20180730 20180813 20180827 20180910 20180924,木
中央区 北5条～11条の西9丁目～20丁目,札幌センター1,火 金,20170911 20171009 20171106 20171204 20180528 20180625 20180723 20180820 20180917,20170925 20171023 20171120 20171218 20180122 20180219 20180319 20180416 20180514 20180611 20180709 20180806 20180903,水,20170904 20170918 20171002 20171016 20171030 20171113 20171127 20171211 20171225 20180115 20180129 20180212 20180226 20180312 20180326 20180409 20180423 20180507 20180521 20180604 20180618 20180702 20180716 20180730 20180813 20180827 20180910 20180924,木
中央区 北12条～14条の西15丁目～19丁目,札幌センター1,火 金,20170911 20171009 20171106 20171204 20180528 20180625 20180723 20180820 20180917,20170925 20171023 20171120 20171218 20180122 20180219 20180319 20180416 20180514 20180611 20180709 20180806 20180903,水,20170904 20170918 20171002 20171016 20171030 20171113 20171127 20171211 20171225 20180115 20180129 20180212 20180226 20180312 20180326 20180409 20180423 20180507 20180521 20180604 20180618 20180702 20180716 20180730 20180813 20180827 20180910 20180924,木
中央区 北15条～22条の西○丁目,札幌センター1,火 金,20170911 20171009 20171106 20171204 20180528 20180625 20180723 20180820 20180917,20170925 20171023 20171120 20171218 20180122 20180219 20180319 20180416 20180514 20180611 20180709 20180806 20180903,水,20170904 20170918 20171002 20171016 20171030 20171113 20171127 20171211 20171225 20180115 20180129 20180212 20180226 20180312 20180326 20180409 20180423 20180507 20180521 20180604 20180618 20180702 20180716 20180730 20180813 20180827 20180910 20180924,木
中央区 大通西20丁目～28丁目,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 南1条～3条の西20丁目～28丁目,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 北1条・2条の西20丁目～28丁目,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 北3条～11条の西21丁目～30丁目,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 北12条西20丁目～23丁目,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 北14条西20丁目,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 宮の森・宮ヶ丘・盤渓,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 円山西町（9丁目5番、6番を除く）,札幌センター1,火 金,20170914 20171012 20171109 20171207 20180503 20180531 20180628 20180726 20180823 20180920,20170928 20171026 20171123 20171221 20180125 20180222 20180322 20180419 20180517 20180614 20180712 20180809 20180906,月,20170907 20170921 20171005 20171019 20171102 20171116 20171130 20171214 20171228 20180118 20180201 20180215 20180301 20180315 20180329 20180412 20180426 20180510 20180524 20180607 20180621 20180705 20180719 20180802 20180816 20180830 20180913 20180927,水
中央区 大通西1丁目～19丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 大通東○丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南○条東○丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 北○条東○丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南1条・2条の西1丁目～19丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南3条西1丁目～10丁目・13丁目～18丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南3条西11丁目・12丁目（南3条通の北側のみ）,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南4条西1丁目～6丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南4条西7丁目～10丁目（南4条通の北側のみ）,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南5条～8条の西1丁目～6丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南9条西1丁目～3丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南9条西4丁目～6丁目（南9条通の北側のみ）,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 南10条～15条の西1丁目～3丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 北1条西1丁目～9丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 北1条西10丁目～19丁目（北1条通の南側のみ）,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 北2条～4条の西1丁目～7丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 北5条西1丁目～8丁目,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
中央区 中島公園,札幌センター1,火 金,20170913 20171011 20171108 20171206 20180502 20180530 20180627 20180725 20180822 20180919,20170927 20171025 20171122 20171220 20180124 20180221 20180321 20180418 20180516 20180613 20180711 20180808 20180905,木,20170906 20170920 20171004 20171018 20171101 20171115 20171129 20171213 20171227 20180117 20180131 20180214 20180228 20180314 20180328 20180411 20180425 20180509 20180523 20180606 20180620 20180704 20180718 20180801 20180815 20180829 20180912 20180926,月
厚別区 厚別西○条○丁目、○番地,札幌センター1,月 木,20170922 20171020 20171117 20180511 20180608 20180706 20180803 20180831 20180928,20170908 20171006 20171103 20171201 20171229 20180202 20180302 20180330 20180427 20180525 20180622 20180720 20180817 20180914,火,20170901 20170915 20170929 20171013 20171027 20171110 20171124 20171208 20171222 20180112 20180126 20180209 20180223 20180309 20180323 20180406 20180420 20180504 20180518 20180601 20180615 20180629 20180713 20180727 20180810 20180824 20180907 20180921,水
厚別区 厚別北○条○丁目,札幌センター1,月 木,20170922 20171020 20171117 20180511 20180608 20180706 20180803 20180831 20180928,20170908 20171006 20171103 20171201 20171229 20180202 20180302 20180330 20180427 20180525 20180622 20180720 20180817 20180914,火,20170901 20170915 20170929 20171013 20171027 20171110 20171124 20171208 20171222 20180112 20180126 20180209 20180223 20180309 20180323 20180406 20180420 20180504 20180518 20180601 20180615 20180629 20180713 20180727 20180810 20180824 20180907 20180921,水
